ticker,company_name,fiscal_year,period,year_status,metric,line_item_std,currency,official_ifrs_value,smartlab_value,selected_value,source_status,conflict_flag,needs_manual_review,selected_reason,official_fact_role,source_url,quality_score
FEES,Rosseti,2023,2023,stale,operating_cash_flow,operating_cash_flow,RUB,472620000000.0,472600000000.0,472620000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,capex,capex,RUB,-468698000000.0,468700000000.0,-468698000000.0,Conflict,True,True,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,free_cash_flow,free_cash_flow,RUB,3922000000.0,3900000000.0,3922000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
FEES,Rosseti,2023,2023,stale,dividends_paid,dividends_paid,RUB,8590000000.0,nan,8590000000.0,Official IFRS,False,False,,best_value,https://e-disclosure.ru/portal/FileLoad.ashx?Fileid=1828391,96.0
AFLT,Aeroflot,2021,2021,stale,revenue,revenue,RUB,491733000000.0,491733000000.0,491733000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,net_income,net_income,RUB,-34460000000.0,-34460000000.0,-34460000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,total_assets,total_assets,RUB,1109450000000.0,1109450000000.0,1109450000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,total_equity,total_equity,RUB,-146438000000.0,-146438000000.0,-146438000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,total_debt,total_debt,RUB,798284000000.0,798300000000.0,798284000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,cash_and_equivalents,cash_and_equivalents,RUB,74180000000.0,74180000000.0,74180000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,operating_cash_flow,operating_cash_flow,RUB,94846000000.0,94800000000.0,94846000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,capex,capex,RUB,-17319000000.0,17300000000.0,-17319000000.0,Conflict,True,True,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,free_cash_flow,free_cash_flow,RUB,77527000000.0,77500000000.0,77527000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
AFLT,Aeroflot,2021,2021,stale,dividends_paid,dividends_paid,RUB,14000000.0,nan,14000000.0,Official IFRS,False,False,,best_value,https://ir.aeroflot.ru/en/financial-information/financial-results/,96.0
MTSS,MTS,2024,2024,current_2024,revenue,revenue,RUB,703741000000.0,703741000000.0,703741000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,net_income,net_income,RUB,51299000000.0,51300000000.0,51299000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,total_assets,total_assets,RUB,1516963000000.0,1516963000000.0,1516963000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,total_equity,total_equity,RUB,-11234000000.0,-11234000000.0,-11234000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,total_debt,total_debt,RUB,672602000000.0,672000000000.0,672602000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,cash_and_equivalents,cash_and_equivalents,RUB,109776000000.0,189357000000.0,109776000000.0,Conflict,True,True,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,operating_cash_flow,operating_cash_flow,RUB,158958000000.0,159000000000.0,158958000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,capex,capex,RUB,-132462000000.0,132400000000.0,-132462000000.0,Conflict,True,True,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,free_cash_flow,free_cash_flow,RUB,26496000000.0,26600000000.0,26496000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
MTSS,MTS,2024,2024,current_2024,dividends_paid,dividends_paid,RUB,47318000000.0,nan,47318000000.0,Official IFRS,False,False,,best_value,https://storage.ir.mts.ru/mts-ir/images/documents/MTS__SummaryFinancials_4Q2024.xlsx,96.0
CHMF,Severstal,2016,2016,stale,revenue,revenue,USD,5916000000.0,nan,5916000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,net_income,net_income,USD,1620000000.0,nan,1620000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,total_assets,total_assets,USD,6483000000.0,nan,6483000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,total_equity,total_equity,USD,3041000000.0,nan,3041000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,total_debt,total_debt,USD,2013000000.0,nan,2013000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,cash_and_equivalents,cash_and_equivalents,USD,1154000000.0,nan,1154000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,operating_cash_flow,operating_cash_flow,USD,1477000000.0,nan,1477000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,capex,capex,USD,-494000000.0,nan,-494000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,free_cash_flow,free_cash_flow,USD,1020000000.0,nan,1020000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2016,2016,stale,dividends_paid,dividends_paid,USD,921000000.0,nan,921000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,revenue,revenue,USD,7848000000.0,nan,7848000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,net_income,net_income,USD,1355000000.0,nan,1355000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,total_assets,total_assets,USD,7209000000.0,nan,7209000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,total_equity,total_equity,USD,3398000000.0,nan,3398000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,total_debt,total_debt,USD,2093000000.0,nan,2093000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,cash_and_equivalents,cash_and_equivalents,USD,1031000000.0,nan,1031000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,operating_cash_flow,operating_cash_flow,USD,1914000000.0,nan,1914000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,capex,capex,USD,-560000000.0,nan,-560000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,free_cash_flow,free_cash_flow,USD,1393000000.0,nan,1393000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2017,2017,stale,dividends_paid,dividends_paid,USD,1530000000.0,nan,1530000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,revenue,revenue,USD,8580000000.0,nan,8580000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,net_income,net_income,USD,2051000000.0,nan,2051000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,total_assets,total_assets,USD,5874000000.0,nan,5874000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,total_equity,total_equity,USD,2879000000.0,nan,2879000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,total_debt,total_debt,USD,1455000000.0,nan,1455000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,cash_and_equivalents,cash_and_equivalents,USD,228000000.0,nan,228000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,operating_cash_flow,operating_cash_flow,USD,2254000000.0,nan,2254000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,capex,capex,USD,-653000000.0,nan,-653000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,free_cash_flow,free_cash_flow,USD,1601000000.0,nan,1601000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2018,2018,stale,dividends_paid,dividends_paid,USD,1971000000.0,nan,1971000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,revenue,revenue,USD,8157000000.0,nan,8157000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,net_income,net_income,USD,1767000000.0,nan,1767000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,total_assets,total_assets,USD,8222000000.0,nan,8222000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,total_equity,total_equity,USD,3478000000.0,nan,3478000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,total_debt,total_debt,USD,2651000000.0,nan,2651000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,cash_and_equivalents,cash_and_equivalents,USD,1081000000.0,nan,1081000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,operating_cash_flow,operating_cash_flow,USD,2292000000.0,nan,2292000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,capex,capex,USD,-1157000000.0,nan,-1157000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,free_cash_flow,free_cash_flow,USD,1099000000.0,nan,1099000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2019,2019,stale,dividends_paid,dividends_paid,USD,1574000000.0,nan,1574000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,revenue,revenue,USD,6870000000.0,nan,6870000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,net_income,net_income,USD,1016000000.0,nan,1016000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,total_assets,total_assets,USD,7396000000.0,nan,7396000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,total_equity,total_equity,USD,2744000000.0,nan,2744000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,total_debt,total_debt,USD,2612000000.0,nan,2612000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,cash_and_equivalents,cash_and_equivalents,USD,583000000.0,nan,583000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,operating_cash_flow,operating_cash_flow,USD,2144000000.0,nan,2144000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,capex,capex,USD,-1256000000.0,nan,-1256000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,free_cash_flow,free_cash_flow,USD,838000000.0,nan,838000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
CHMF,Severstal,2020,2020,stale,dividends_paid,dividends_paid,USD,1228000000.0,nan,1228000000.0,Official IFRS,False,False,,best_value,https://severstal.com/upload/iblock/e1d/Financial_and_Operating_data_SVST_4Q_21.xlsx,96.0
